DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,CRSDepTime,CRSArrTime,CRSElapsedTime,Distance,ArrDelay,DelayFactor
1,2019-12-02,YV,N931LR,5762,PHX,"Phoenix, AZ",AZ,ELP,"El Paso, TX",TX,50.0,200.0,70.0,347.0,-4.0,
5,2012-10-12,EV,N15983,4596,TYS,"Knoxville, TN",TN,IAH,"Houston, TX",TX,857.0,1013.0,136.0,771.0,-5.0,
4,2011-11-10,MQ,N819MQ,4403,JFK,"New York, NY",NY,RDU,"Raleigh/Durham, NC",NC,1505.0,1655.0,110.0,427.0,64.0,LateAircraftDelay
4,2014-12-11,WN,N279WN,1706,DEN,"Denver, CO",CO,EWR,"Newark, NJ",NJ,1620.0,2155.0,215.0,1605.0,54.0,WeatherDelay
6,2015-06-27,MQ,N508MQ,3131,DFW,"Dallas/Fort Worth, TX",TX,OKC,"Oklahoma City, OK",OK,1030.0,1135.0,65.0,175.0,178.0,WeatherDelay
4,2016-06-30,B6,N651JB,748,LAS,"Las Vegas, NV",NV,JFK,"New York, NY",NY,1454.0,2259.0,305.0,2248.0,413.0,WeatherDelay
7,2018-09-16,9E,N819AY,4086,JFK,"New York, NY",NY,RIC,"Richmond, VA",VA,1929.0,2126.0,117.0,288.0,-37.0,
4,2013-08-08,UA,N57869,1169,IAH,"Houston, TX",TX,LAX,"Los Angeles, CA",CA,855.0,1016.0,201.0,1379.0,-8.0,
6,2014-06-07,MQ,N810MQ,3176,DFW,"Dallas/Fort Worth, TX",TX,LCH,"Lake Charles, LA",LA,1310.0,1425.0,75.0,295.0,-10.0,
3,2017-09-06,UA,N212UA,72,HNL,"Honolulu, HI",HI,SFO,"San Francisco, CA",CA,700.0,1501.0,301.0,2398.0,-11.0,
4,2019-07-25,AA,N143AN,1277,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,1635.0,2047.0,192.0,1197.0,103.0,LateAircraftDelay
4,2016-11-03,WN,N7735A,257,ATL,"Atlanta, GA",GA,HOU,"Houston, TX",TX,2200.0,2310.0,130.0,696.0,-5.0,
2,2019-01-29,9E,N910XJ,5399,DSM,"Des Moines, IA",IA,DTW,"Detroit, MI",MI,620.0,914.0,114.0,533.0,-4.0,
7,2010-10-31,DL,N634DL,2273,ATL,"Atlanta, GA",GA,MIA,"Miami, FL",FL,2155.0,2352.0,117.0,595.0,-6.0,
2,2015-04-07,WN,N930WN,1414,LAS,"Las Vegas, NV",NV,SFO,"San Francisco, CA",CA,1755.0,1930.0,95.0,414.0,28.0,LateAircraftDelay
3,2010-09-08,AA,N512AA,2527,TPA,"Tampa, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1220.0,1400.0,160.0,929.0,92.0,NASDelay
2,2012-01-31,UA,N549UA,716,OGG,"Kahului, HI",HI,LAX,"Los Angeles, CA",CA,2215.0,519.0,304.0,2486.0,-5.0,
3,2012-08-01,UA,N75435,1459,IAH,"Houston, TX",TX,LAS,"Las Vegas, NV",NV,1425.0,1536.0,191.0,1222.0,-17.0,
4,2019-09-12,MQ,N613AE,3387,CWA,"Mosinee, WI",WI,ORD,"Chicago, IL",IL,950.0,1104.0,74.0,213.0,89.0,WeatherDelay
2,2018-07-03,YV,N86344,6187,IAH,"Houston, TX",TX,PNS,"Pensacola, FL",FL,2135.0,2313.0,98.0,489.0,28.0,CarrierDelay
5,2019-04-19,UA,N38467,2106,ORD,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,1410.0,1816.0,186.0,1182.0,26.0,NASDelay
2,2017-10-10,UA,N14102,719,IAD,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,1705.0,1937.0,332.0,2288.0,-10.0,
3,2013-03-27,AA,N3KDAA,1969,RSW,"Fort Myers, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1230.0,1430.0,180.0,1017.0,67.0,WeatherDelay
3,2017-11-15,WN,N230WN,533,RDU,"Raleigh/Durham, NC",NC,BWI,"Baltimore, MD",MD,825.0,930.0,65.0,255.0,-10.0,
1,2017-01-16,WN,N222WN,137,SMF,"Sacramento, CA",CA,BUR,"Burbank, CA",CA,1240.0,1350.0,70.0,358.0,-9.0,
6,2014-05-17,DL,N336NB,877,IND,"Indianapolis, IN",IN,LAX,"Los Angeles, CA",CA,700.0,834.0,274.0,1814.0,-15.0,
4,2011-11-03,AA,N3BGAA,1397,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,1730.0,1920.0,170.0,867.0,214.0,CarrierDelay
6,2016-06-18,AA,N826AW,1705,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,1105.0,1224.0,79.0,236.0,-14.0,
3,2016-05-11,EV,N15912,3776,CHS,"Charleston, SC",SC,IAH,"Houston, TX",TX,1846.0,2039.0,173.0,925.0,55.0,LateAircraftDelay
6,2010-07-03,EV,N979EV,4979,TRI,"Bristol/Johnson City/Kingsport, TN",TN,ATL,"Atlanta, GA",GA,600.0,710.0,70.0,227.0,-16.0,
7,2015-09-20,DL,N37700,2532,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,1812.0,2135.0,383.0,2611.0,17.0,CarrierDelay
1,2010-03-15,DL,N680DA,503,JFK,"New York, NY",NY,STT,"Charlotte Amalie, VI",VI,810.0,1205.0,235.0,1623.0,39.0,CarrierDelay
3,2016-04-13,AA,N102UW,2053,TPA,"Tampa, FL",FL,PHL,"Philadelphia, PA",PA,1400.0,1631.0,151.0,920.0,-12.0,
6,2012-01-21,UA,N17233,1693,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,1210.0,1457.0,167.0,925.0,24.0,WeatherDelay
7,2019-02-17,WN,N8626B,5875,SJC,"San Jose, CA",CA,LAX,"Los Angeles, CA",CA,1235.0,1355.0,80.0,308.0,16.0,CarrierDelay
6,2011-04-16,FL,N316AT,573,MKE,"Milwaukee, WI",WI,PHX,"Phoenix, AZ",AZ,900.0,1050.0,230.0,1460.0,-20.0,
1,2013-12-30,B6,N249JB,1445,BOS,"Boston, MA",MA,CLT,"Charlotte, NC",NC,1521.0,1741.0,140.0,728.0,21.0,NASDelay
5,2012-12-21,MQ,N635MQ,4103,LIT,"Little Rock, AR",AR,ORD,"Chicago, IL",IL,1900.0,2100.0,120.0,552.0,19.0,LateAircraftDelay
4,2011-08-25,US,N757UW,1770,CLT,"Charlotte, NC",NC,BOS,"Boston, MA",MA,1419.0,1624.0,125.0,728.0,16.0,CarrierDelay
3,2015-02-25,WN,N264LV,1785,HOU,"Houston, TX",TX,EWR,"Newark, NJ",NJ,1045.0,1500.0,195.0,1411.0,-19.0,
3,2010-04-28,DL,N3744F,1107,PHL,"Philadelphia, PA",PA,SLC,"Salt Lake City, UT",UT,1720.0,2017.0,297.0,1926.0,18.0,NASDelay
1,2018-03-19,B6,N905JB,1152,MCO,"Orlando, FL",FL,BOS,"Boston, MA",MA,1901.0,2156.0,175.0,1121.0,58.0,NASDelay
2,2012-05-22,EV,N14950,4440,MKE,"Milwaukee, WI",WI,EWR,"Newark, NJ",NJ,600.0,915.0,135.0,725.0,-13.0,
2,2019-11-26,WN,N410WN,2118,CMH,"Columbus, OH",OH,TPA,"Tampa, FL",FL,1110.0,1330.0,140.0,829.0,-23.0,
2,2018-01-16,AA,N865NN,1115,ONT,"Ontario, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1055.0,1550.0,175.0,1188.0,-14.0,
5,2010-11-19,WN,N501SW,3169,SMF,"Sacramento, CA",CA,LAX,"Los Angeles, CA",CA,2115.0,2235.0,80.0,373.0,37.0,LateAircraftDelay
3,2015-04-29,DL,N662DN,2098,ATL,"Atlanta, GA",GA,MCO,"Orlando, FL",FL,1955.0,2124.0,89.0,404.0,-9.0,
1,2011-09-05,OO,N216AG,3451,BUR,"Burbank, CA",CA,PDX,"Portland, OR",OR,700.0,911.0,131.0,817.0,-16.0,
4,2017-07-13,DL,N996AT,825,TLH,"Tallahassee, FL",FL,ATL,"Atlanta, GA",GA,1530.0,1649.0,79.0,223.0,17.0,LateAircraftDelay
4,2019-10-10,OO,N771SK,3159,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,1000.0,1100.0,60.0,109.0,-1.0,
1,2014-12-08,AA,N014AA,978,DFW,"Dallas/Fort Worth, TX",TX,COS,"Colorado Springs, CO",CO,1620.0,1710.0,110.0,592.0,-10.0,
1,2011-11-28,US,N108UW,926,CLT,"Charlotte, NC",NC,ORD,"Chicago, IL",IL,950.0,1058.0,128.0,599.0,-19.0,
2,2019-02-05,DL,N3760C,2185,BOS,"Boston, MA",MA,MSP,"Minneapolis, MN",MN,1629.0,1858.0,209.0,1124.0,40.0,NASDelay
2,2019-05-21,OH,N513AE,5538,GPT,"Gulfport/Biloxi, MS",MS,CLT,"Charlotte, NC",NC,703.0,1001.0,118.0,577.0,-16.0,
1,2014-11-17,MQ,N939MQ,3395,ORD,"Chicago, IL",IL,DSM,"Des Moines, IA",IA,930.0,1043.0,73.0,299.0,28.0,NASDelay
7,2011-10-23,YV,N918FJ,2829,LGB,"Long Beach, CA",CA,PHX,"Phoenix, AZ",AZ,1630.0,1757.0,87.0,355.0,-11.0,
1,2019-09-02,9E,N606LR,5324,MSP,"Minneapolis, MN",MN,GRB,"Green Bay, WI",WI,2032.0,2154.0,82.0,252.0,-26.0,
2,2014-08-12,OO,N718SK,5481,SFO,"San Francisco, CA",CA,MCI,"Kansas City, MO",MO,859.0,1431.0,212.0,1499.0,-7.0,
4,2010-02-25,DL,N905DE,1827,JFK,"New York, NY",NY,MIA,"Miami, FL",FL,1830.0,2216.0,226.0,1090.0,132.0,WeatherDelay
5,2014-05-16,EV,N752EV,5141,ATL,"Atlanta, GA",GA,HPN,"White Plains, NY",NY,1440.0,1654.0,134.0,780.0,83.0,WeatherDelay
6,2017-02-04,OO,N149SY,5658,DEN,"Denver, CO",CO,OMA,"Omaha, NE",NE,1412.0,1643.0,91.0,472.0,90.0,LateAircraftDelay
4,2019-03-14,EV,N14562,4202,EWR,"Newark, NJ",NJ,STL,"St. Louis, MO",MO,1615.0,1804.0,169.0,872.0,-4.0,
3,2015-01-21,NK,N604NK,144,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,1122.0,1250.0,148.0,731.0,17.0,NASDelay
3,2011-06-08,OO,N787SK,6604,LNK,"Lincoln, NE",NE,DEN,"Denver, CO",CO,1301.0,1331.0,90.0,423.0,23.0,NASDelay
3,2019-02-20,WN,N417WN,1886,ATL,"Atlanta, GA",GA,LAX,"Los Angeles, CA",CA,1535.0,1755.0,320.0,1947.0,17.0,CarrierDelay
1,2014-05-12,UA,N38459,1445,IAD,"Washington, DC",VA,SAN,"San Diego, CA",CA,808.0,1047.0,339.0,2253.0,-10.0,
2,2013-03-26,AS,N403AS,661,DFW,"Dallas/Fort Worth, TX",TX,SEA,"Seattle, WA",WA,1345.0,1602.0,257.0,1660.0,-11.0,
3,2011-02-16,US,N803AW,683,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,1340.0,1517.0,97.0,507.0,34.0,CarrierDelay
7,2019-10-27,YX,N131HQ,4426,CLT,"Charlotte, NC",NC,MHT,"Manchester, NH",NH,1135.0,1351.0,136.0,737.0,-20.0,
2,2010-04-06,FL,N313AT,491,MKE,"Milwaukee, WI",WI,ATL,"Atlanta, GA",GA,1802.0,2105.0,123.0,669.0,105.0,CarrierDelay
2,2019-02-05,EV,N11164,4188,CAK,"Akron, OH",OH,IAH,"Houston, TX",TX,635.0,855.0,200.0,1085.0,-9.0,
4,2011-02-24,WN,N606SW,2753,SDF,"Louisville, KY",KY,STL,"St. Louis, MO",MO,1910.0,1920.0,70.0,254.0,27.0,CarrierDelay
6,2015-03-21,VX,N625VA,108,LAX,"Los Angeles, CA",CA,IAD,"Washington, DC",VA,830.0,1610.0,280.0,2288.0,85.0,CarrierDelay
3,2015-08-19,DL,N978AT,1813,HOU,"Houston, TX",TX,ATL,"Atlanta, GA",GA,1656.0,2005.0,129.0,696.0,33.0,CarrierDelay
3,2013-08-14,DL,N348NW,2035,MKE,"Milwaukee, WI",WI,ATL,"Atlanta, GA",GA,1640.0,1938.0,118.0,669.0,15.0,NASDelay
3,2017-06-28,WN,N7875A,3929,PHX,"Phoenix, AZ",AZ,ONT,"Ontario, CA",CA,1935.0,2040.0,65.0,325.0,72.0,CarrierDelay
4,2012-12-06,UA,N807UA,782,ABQ,"Albuquerque, NM",NM,IAD,"Washington, DC",VA,823.0,1354.0,211.0,1628.0,-14.0,
3,2016-09-28,DL,N923DL,965,ATL,"Atlanta, GA",GA,AGS,"Augusta, GA",GA,2154.0,2254.0,60.0,143.0,-20.0,
3,2019-06-26,UA,N38454,1160,IAH,"Houston, TX",TX,ORD,"Chicago, IL",IL,1155.0,1441.0,166.0,925.0,0.0,
5,2011-04-15,AA,N4XVAA,1827,SAT,"San Antonio, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1630.0,1745.0,75.0,247.0,90.0,LateAircraftDelay
1,2017-03-27,DL,N372NW,2096,MSP,"Minneapolis, MN",MN,LGA,"New York, NY",NY,900.0,1241.0,161.0,1020.0,58.0,WeatherDelay
5,2011-08-19,DL,N356NW,1295,ATL,"Atlanta, GA",GA,PIT,"Pittsburgh, PA",PA,1010.0,1156.0,106.0,526.0,-7.0,
3,2015-02-25,UA,N73275,1601,EWR,"Newark, NJ",NJ,FLL,"Fort Lauderdale, FL",FL,1332.0,1642.0,190.0,1065.0,-2.0,
4,2012-10-11,US,N807AW,496,SJC,"San Jose, CA",CA,PHX,"Phoenix, AZ",AZ,1910.0,2057.0,107.0,621.0,-13.0,
1,2010-07-12,DL,N6716C,1629,JFK,"New York, NY",NY,LAS,"Las Vegas, NV",NV,1557.0,1854.0,357.0,2248.0,22.0,CarrierDelay
2,2013-03-26,US,N803AW,152,GEG,"Spokane, WA",WA,PHX,"Phoenix, AZ",AZ,1500.0,1733.0,153.0,1020.0,-18.0,
4,2010-03-18,UA,N498UA,452,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,759.0,946.0,167.0,867.0,-40.0,
1,2017-05-22,WN,N629SW,6,HOU,"Houston, TX",TX,DAL,"Dallas, TX",TX,730.0,830.0,60.0,239.0,-1.0,
2,2019-04-09,AA,N159AN,888,TPA,"Tampa, FL",FL,MIA,"Miami, FL",FL,1714.0,1824.0,70.0,204.0,20.0,LateAircraftDelay
7,2010-05-23,9E,87109E,4058,JAX,"Jacksonville, FL",FL,MEM,"Memphis, TN",TN,1239.0,1332.0,113.0,576.0,-16.0,
5,2011-02-18,WN,N298WN,46,RNO,"Reno, NV",NV,LAS,"Las Vegas, NV",NV,720.0,840.0,80.0,345.0,15.0,NASDelay
6,2016-07-23,DL,N301DN,1427,ATL,"Atlanta, GA",GA,FLL,"Fort Lauderdale, FL",FL,2220.0,10.0,110.0,581.0,19.0,NASDelay
4,2019-08-29,MQ,N836AE,3970,LGA,"New York, NY",NY,ORF,"Norfolk, VA",VA,1105.0,1236.0,91.0,296.0,15.0,NASDelay
1,2019-04-08,DL,N953AT,2913,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,1033.0,1204.0,91.0,334.0,-19.0,
3,2018-05-30,UA,N12218,662,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,735.0,915.0,100.0,447.0,23.0,NASDelay
2,2016-05-03,AA,N871AA,88,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,1605.0,1858.0,173.0,1096.0,32.0,WeatherDelay
2,2011-10-04,WN,N503SW,100,BWI,"Baltimore, MD",MD,STL,"St. Louis, MO",MO,1615.0,1735.0,140.0,738.0,-25.0,
7,2012-11-11,MQ,N503MQ,3730,EWR,"Newark, NJ",NJ,ORD,"Chicago, IL",IL,1825.0,2005.0,160.0,719.0,113.0,WeatherDelay
4,2013-10-31,OO,N221SW,6310,LAX,"Los Angeles, CA",CA,PSP,"Palm Springs, CA",CA,1922.0,2013.0,51.0,110.0,0.0,
3,2011-05-18,MQ,N645MQ,3931,OMA,"Omaha, NE",NE,ORD,"Chicago, IL",IL,705.0,840.0,95.0,416.0,43.0,NASDelay
5,2016-11-11,OO,N495CA,5341,SGF,"Springfield, MO",MO,DEN,"Denver, CO",CO,1325.0,1433.0,128.0,637.0,241.0,LateAircraftDelay
3,2017-07-12,WN,N551WN,16,HOU,"Houston, TX",TX,DAL,"Dallas, TX",TX,1000.0,1100.0,60.0,239.0,-8.0,
5,2011-12-16,CO,N76508,40,LAX,"Los Angeles, CA",CA,EWR,"Newark, NJ",NJ,630.0,1448.0,318.0,2454.0,35.0,WeatherDelay
1,2017-01-02,WN,N795SW,6344,SNA,"Santa Ana, CA",CA,SFO,"San Francisco, CA",CA,1355.0,1520.0,85.0,372.0,218.0,WeatherDelay
7,2012-02-19,UA,N24715,1529,EGE,"Eagle, CO",CO,IAH,"Houston, TX",TX,1410.0,1742.0,152.0,935.0,154.0,LateAircraftDelay
2,2019-04-16,B6,N309JB,395,HPN,"White Plains, NY",NY,MCO,"Orlando, FL",FL,1037.0,1325.0,168.0,972.0,-10.0,
3,2017-07-26,DL,N966DL,2233,MCI,"Kansas City, MO",MO,ATL,"Atlanta, GA",GA,820.0,1122.0,122.0,692.0,16.0,CarrierDelay
7,2017-08-06,OO,N797SK,5980,IAH,"Houston, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1752.0,1905.0,73.0,224.0,19.0,NASDelay
2,2014-10-07,US,N571UW,491,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,745.0,913.0,88.0,370.0,-8.0,
7,2015-11-08,WN,N8328A,2808,SEA,"Seattle, WA",WA,DEN,"Denver, CO",CO,1120.0,1450.0,150.0,1024.0,15.0,NASDelay
2,2011-04-05,YV,N915FJ,2901,CLT,"Charlotte, NC",NC,MEM,"Memphis, TN",TN,1300.0,1346.0,106.0,512.0,78.0,LateAircraftDelay
1,2012-11-19,OO,N284YV,5426,SFO,"San Francisco, CA",CA,RDD,"Redding, CA",CA,1250.0,1357.0,67.0,199.0,158.0,LateAircraftDelay
1,2019-11-11,OO,N797SK,5970,XNA,"Fayetteville, AR",AR,DEN,"Denver, CO",CO,1535.0,1635.0,120.0,616.0,349.0,LateAircraftDelay
6,2019-04-06,AA,N825AW,1728,JFK,"New York, NY",NY,CLT,"Charlotte, NC",NC,1925.0,2139.0,134.0,541.0,-27.0,
4,2016-11-17,AA,N197AA,506,PHL,"Philadelphia, PA",PA,PHX,"Phoenix, AZ",AZ,655.0,1019.0,324.0,2075.0,34.0,CarrierDelay
4,2018-05-03,MQ,N654AE,4007,CWA,"Mosinee, WI",WI,ORD,"Chicago, IL",IL,1631.0,1750.0,79.0,213.0,77.0,WeatherDelay
7,2015-06-07,DL,N816DN,1604,DTW,"Detroit, MI",MI,FLL,"Fort Lauderdale, FL",FL,734.0,1028.0,174.0,1127.0,-16.0,
7,2015-07-19,B6,N585JB,1475,BOS,"Boston, MA",MA,OAK,"Oakland, CA",CA,1925.0,2256.0,391.0,2694.0,45.0,NASDelay
2,2017-11-28,DL,N972DL,1271,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,1655.0,1915.0,140.0,577.0,-35.0,
3,2011-06-22,AA,N201AA,383,TPA,"Tampa, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1705.0,1850.0,165.0,929.0,25.0,WeatherDelay
2,2011-12-06,DL,N643DL,1775,ATL,"Atlanta, GA",GA,ONT,"Ontario, CA",CA,1001.0,1150.0,289.0,1900.0,-40.0,
3,2017-04-19,OO,N915EV,7368,ESC,"Escanaba, MI",MI,DTW,"Detroit, MI",MI,1755.0,1909.0,74.0,306.0,34.0,WeatherDelay
1,2016-12-26,WN,N632SW,6084,ONT,"Ontario, CA",CA,PHX,"Phoenix, AZ",AZ,1400.0,1605.0,65.0,325.0,64.0,CarrierDelay
4,2016-01-28,AA,N123UW,1696,SLC,"Salt Lake City, UT",UT,PHL,"Philadelphia, PA",PA,45.0,648.0,243.0,1927.0,0.0,
5,2013-08-02,EV,N16981,5925,FSD,"Sioux Falls, SD",SD,ORD,"Chicago, IL",IL,1007.0,1140.0,93.0,462.0,68.0,NASDelay
4,2017-09-14,WN,N720WN,1796,MHT,"Manchester, NH",NH,BWI,"Baltimore, MD",MD,1235.0,1405.0,90.0,377.0,-12.0,
5,2019-06-14,OO,N761ND,2965,DFW,"Dallas/Fort Worth, TX",TX,FLG,"Flagstaff, AZ",AZ,1840.0,1917.0,157.0,853.0,22.0,LateAircraftDelay
7,2015-01-11,WN,N416WN,270,LAX,"Los Angeles, CA",CA,OAK,"Oakland, CA",CA,1710.0,1825.0,75.0,337.0,-6.0,
2,2016-11-08,AA,N3GPAA,328,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1036.0,1225.0,169.0,733.0,31.0,CarrierDelay
5,2012-03-02,WN,N226WN,862,IND,"Indianapolis, IN",IN,DEN,"Denver, CO",CO,1315.0,1415.0,180.0,977.0,71.0,LateAircraftDelay
2,2017-04-11,WN,N245WN,1337,CLE,"Cleveland, OH",OH,MDW,"Chicago, IL",IL,850.0,905.0,75.0,307.0,-7.0,
1,2014-02-24,B6,N661JB,135,JFK,"New York, NY",NY,PHX,"Phoenix, AZ",AZ,1905.0,2247.0,342.0,2153.0,41.0,LateAircraftDelay
4,2016-08-04,NK,N637NK,369,BWI,"Baltimore, MD",MD,ORD,"Chicago, IL",IL,2048.0,2200.0,132.0,622.0,94.0,NASDelay
1,2017-12-04,WN,N788SA,1942,PHX,"Phoenix, AZ",AZ,SNA,"Santa Ana, CA",CA,1240.0,1255.0,75.0,338.0,-4.0,
1,2012-12-31,MQ,N610MQ,3544,MEM,"Memphis, TN",TN,MIA,"Miami, FL",FL,1330.0,1650.0,140.0,859.0,-25.0,
7,2018-12-09,AS,N551AS,353,OAK,"Oakland, CA",CA,SEA,"Seattle, WA",WA,800.0,1008.0,128.0,672.0,-20.0,
2,2018-07-03,EV,N605QX,2937,CLL,"College Station/Bryan, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1227.0,1330.0,63.0,164.0,-17.0,
3,2015-03-11,B6,N605JB,605,EWR,"Newark, NJ",NJ,FLL,"Fort Lauderdale, FL",FL,600.0,856.0,176.0,1065.0,-4.0,
1,2016-09-12,OO,N983SW,5032,DEN,"Denver, CO",CO,SGU,"St. George, UT",UT,1115.0,1259.0,104.0,517.0,-6.0,
4,2011-08-04,XE,N13995,5917,TYS,"Knoxville, TN",TN,ORD,"Chicago, IL",IL,1040.0,1120.0,100.0,475.0,-11.0,
7,2015-12-27,UA,N79402,654,ORD,"Chicago, IL",IL,MCO,"Orlando, FL",FL,605.0,947.0,162.0,1005.0,-9.0,
6,2014-01-04,WN,N457WN,1952,SAN,"San Diego, CA",CA,DEN,"Denver, CO",CO,830.0,1155.0,145.0,853.0,110.0,WeatherDelay
3,2010-01-13,MQ,N725MQ,4553,BOS,"Boston, MA",MA,RDU,"Raleigh/Durham, NC",NC,850.0,1105.0,135.0,612.0,29.0,CarrierDelay
4,2017-09-07,DL,N857DZ,1136,ATL,"Atlanta, GA",GA,RSW,"Fort Myers, FL",FL,1400.0,1540.0,100.0,515.0,39.0,NASDelay
5,2018-08-31,UA,N1902U,1787,EWR,"Newark, NJ",NJ,MSY,"New Orleans, LA",LA,751.0,956.0,185.0,1167.0,28.0,NASDelay
3,2017-05-17,DL,N624AG,426,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,700.0,1035.0,395.0,2586.0,-23.0,
4,2019-01-24,AA,N183UW,514,CLT,"Charlotte, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,945.0,1154.0,189.0,936.0,39.0,NASDelay
7,2017-11-19,AA,N3KRAA,2504,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,1856.0,2233.0,157.0,1012.0,-23.0,
2,2019-07-16,UA,N37470,471,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,630.0,756.0,86.0,337.0,21.0,NASDelay
5,2010-12-10,FL,N240AT,109,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,2225.0,2347.0,142.0,732.0,-9.0,
3,2010-12-29,US,N105UW,1061,PHL,"Philadelphia, PA",PA,FLL,"Fort Lauderdale, FL",FL,955.0,1251.0,176.0,992.0,-11.0,
3,2017-11-22,WN,N8602F,1748,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,1750.0,1955.0,125.0,577.0,-4.0,
5,2018-07-06,WN,N217JC,1159,MDW,"Chicago, IL",IL,BOS,"Boston, MA",MA,1855.0,2210.0,135.0,861.0,-17.0,
3,2017-02-01,WN,N7737E,1821,MDW,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,1135.0,1300.0,85.0,405.0,29.0,CarrierDelay
1,2017-11-13,EV,N131EV,5342,HPN,"White Plains, NY",NY,ATL,"Atlanta, GA",GA,715.0,943.0,148.0,781.0,-19.0,
5,2011-04-22,FL,N987AT,562,ATL,"Atlanta, GA",GA,BMI,"Bloomington/Normal, IL",IL,1015.0,1059.0,104.0,533.0,-4.0,
6,2011-04-30,B6,N605JB,648,SFO,"San Francisco, CA",CA,JFK,"New York, NY",NY,2224.0,650.0,326.0,2586.0,-23.0,
3,2011-08-31,AA,N3GCAA,1327,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,1450.0,1725.0,155.0,1045.0,-5.0,
1,2016-11-21,DL,N951DL,1498,FLL,"Fort Lauderdale, FL",FL,LGA,"New York, NY",NY,900.0,1156.0,176.0,1076.0,75.0,NASDelay
6,2017-10-21,UA,N67815,563,PHL,"Philadelphia, PA",PA,ORD,"Chicago, IL",IL,1730.0,1902.0,152.0,678.0,-27.0,
5,2016-02-12,OO,N429SW,4737,DTW,"Detroit, MI",MI,LEX,"Lexington, KY",KY,1345.0,1507.0,82.0,296.0,268.0,WeatherDelay
3,2019-01-23,WN,N923WN,1647,DEN,"Denver, CO",CO,AUS,"Austin, TX",TX,1920.0,2230.0,130.0,775.0,-24.0,
5,2015-10-23,EV,N12530,4562,JAN,"Jackson/Vicksburg, MS",MS,IAH,"Houston, TX",TX,904.0,1029.0,85.0,351.0,24.0,LateAircraftDelay
2,2012-03-06,WN,N950WN,470,LAS,"Las Vegas, NV",NV,ALB,"Albany, NY",NY,1710.0,55.0,285.0,2237.0,17.0,WeatherDelay
5,2014-08-08,DL,N3767,1829,DTW,"Detroit, MI",MI,MIA,"Miami, FL",FL,830.0,1130.0,180.0,1145.0,-17.0,
2,2015-11-24,EV,N17560,4714,EWR,"Newark, NJ",NJ,BUF,"Buffalo, NY",NY,1731.0,1858.0,87.0,282.0,-2.0,
4,2017-05-11,B6,N624JB,802,SLC,"Salt Lake City, UT",UT,MCO,"Orlando, FL",FL,2239.0,500.0,261.0,1931.0,32.0,LateAircraftDelay
1,2017-03-13,AA,N014AA,2498,MIA,"Miami, FL",FL,IAH,"Houston, TX",TX,1105.0,1305.0,180.0,964.0,-11.0,
2,2019-03-19,DL,N364NW,326,FLL,"Fort Lauderdale, FL",FL,BOS,"Boston, MA",MA,1959.0,2315.0,196.0,1237.0,36.0,NASDelay
1,2017-08-21,OO,N157SY,5452,SFO,"San Francisco, CA",CA,FAT,"Fresno, CA",CA,1405.0,1511.0,66.0,158.0,58.0,LateAircraftDelay
2,2015-02-24,OO,N679SA,5359,ORD,"Chicago, IL",IL,PAH,"Paducah, KY",KY,1320.0,1446.0,86.0,342.0,63.0,CarrierDelay
3,2019-08-07,WN,N966WN,1114,SFO,"San Francisco, CA",CA,PHX,"Phoenix, AZ",AZ,1405.0,1610.0,125.0,651.0,18.0,CarrierDelay
